Family of Liars;E. Lockhart;3,78;299;94262;8884;2022-05-03;2022;Young Adult
The Kiss Curse;Erin Sterling;3,78;309;56613;7714;2022-09-20;2022;Romance
Flying Solo;Linda Holmes;3,58;320;27586;3574;2022-06-14;2022;Fiction
With Love from London;Sarah Jio;4,02;381;14384;2160;2022-02-08;2022;Romance
No Plan B;Lee Child;3,98;359;54548;3108;2022-11-25;2022;Thriller
Drunk on All Your Strange New Words;Eddie Robson;3,91;277;2933;560;2022-06-28;2022;Science Fiction
The Colony;Audrey Magee;4,12;376;9982;1401;2022-02-03;2022;Fiction
The Night Ship;Jess Kidd;3,66;400;11048;1869;2022-07-12;2022;Historical Fiction
The Recovery Agent;Janet Evanovich;3,65;320;37540;3548;2022-03-22;2022;Mystery
Heroic Hearts;Jim Butcher;4,16;368;3542;528;2022-05-03;2022;Fantasy
Knight Owl;Christopher Denise;4,51;48;4892;916;2022-03-15;2022;Picture Books
The Book of Goose;Yiyun Li;3,71;348;15179;2304;2022-09-20;2022;Fiction
The River of Silver;S.A. Chakraborty;4,3;242;8504;1487;2022-03-01;2022;Fantasy
Out of the Clear Blue Sky;Kristan Higgins;4,22;496;22375;2154;2022-06-07;2022;Fiction
Nightwork;Nora Roberts;4,27;437;35450;2556;2022-05-24;2022;Romance
Messy Roots: A Graphic Memoir of a Wuhanese American;Laura Gao;4,24;272;5002;766;2022-03-08;2022;Graphic Novels
Hell and Back;Craig Johnson;3,96;336;8318;861;2022-09-06;2022;Mystery
The Lost Book of Eleanor Dare;Kimberly Brock;3,54;464;3375;623;2022-04-12;2022;Historical Fiction
The Pink Hotel;Liska Jacobs;2,95;336;1571;403;2022-07-19;2022;Fiction
Seasonal Fears;Seanan McGuire;3,83;482;3855;757;2022-05-03;2022;Fantasy
The Book Eaters;Sunyi Dean;3,64;298;42504;7493;2022-08-02;2022;Fantasy
Blade Breaker;Victoria Aveyard;3,98;578;10708;1476;2022-06-28;2022;Fantasy
Ejaculate Responsibly: A Whole New Way to Think About Abortion;Gabrielle Stanley Blair;4,52;137;7918;1928;2022-10-04;2022;Nonfiction
When in Rome;Sarah    Adams;3,9;320;126501;19399;2022-09-20;2022;Romance
The Friendship Pact;Jill Shalvis;3,99;384;6862;832;2022-06-14;2022;Romance
Loving the Dead and Gone;Judith Turner-Yamamoto;4,09;256;229;124;2022-09-06;2022;Fiction
My Dirty California;Jason Mosberg;3,97;432;284;69;2022-08-30;2022;Thriller
The World Cannot Give;Tara Isabella Burton;3,45;320;2290;632;2022-03-08;2022;Fiction
The Magic Kingdom;Russell Banks;3,67;352;1610;270;2022-11-08;2022;Fiction
She Gets the Girl;Rachael Lippincott;4,11;384;60084;10194;2022-04-05;2022;Romance
All That’s Left in the World;Erik J. Brown;4,24;345;30850;5592;2022-03-08;2022;Romance
Look Closer;David Ellis;4,22;448;57855;7419;2022-07-05;2022;Thriller
Out Front the Following Sea;Leah Angstman;4,09;334;254;145;2022-01-11;2022;Historical Fiction
Disorientation;Elaine Hsieh Chou;3,84;403;15592;2718;2022-03-22;2022;Fiction
When We Lost Our Heads;Heather O'Neill;3,98;368;11173;1809;2022-02-08;2022;Historical Fiction
The Ghosts of Rose Hill;R.M. Romero;3,98;380;2942;757;2022-05-10;2022;Fantasy
The Ogress and the Orphans;Kelly Barnhill;4,28;448;7022;1557;2022-03-08;2022;Fantasy
Stealing Infinity;Alyson Noel;3,74;470;3248;803;2022-06-28;2022;Fantasy
Booth;Karen Joy Fowler;3,84;470;13499;2182;2022-03-08;2022;Historical Fiction
The Bookshop of Secrets;Mollie Rushmeyer;3,73;347;1872;439;2022-10-01;2022;Fiction
The Whalebone Theatre;Joanna  Quinn;4,06;558;28609;3283;2022-06-09;2022;Historical Fiction
Mercy Street;Jennifer Haigh;3,63;352;9240;1199;2022-02-01;2022;Fiction
Inheritance;Katharine McGee;3,52;115;10868;828;2022-05-03;2022;Young Adult
God of Malice;Rina Kent;3,97;468;106720;11593;2022-07-14;2022;Romance
Impossible to Forget;Imogen Clark;4,27;384;20110;971;2022-02-01;2022;Fiction
Ten Steps to Nanette: A Memoir Situation;Hannah Gadsby;4,47;363;14728;1832;2022-03-29;2022;Nonfiction
When Blood Lies;C.S. Harris;4,31;367;4004;417;2022-04-05;2022;Mystery
A Gem of Truth;Kimberley Woodhouse;4,4;320;406;127;2022-09-01;2022;Historical Fiction
Woman of Light;Kali Fajardo-Anstine;3,65;336;12281;1727;2022-06-07;2022;Historical Fiction
Admissions: A Memoir of Surviving Boarding School;Kendra  James;3,64;304;2811;311;2022-01-18;2022;Nonfiction
Ruthless Rival;L.J. Shen;4,07;367;25771;2069;2022-05-03;2022;Romance
Funny Farm: My Unexpected Life with 600 Rescue Animals;Laurie Zaleski;4,28;244;7867;1282;2022-02-22;2022;Nonfiction
Rivals;Katharine McGee;3,77;400;36582;3605;2022-05-31;2022;Young Adult
Hunting Adeline;H.D. Carlton;4,11;649;355412;33288;2022-01-25;2022;Romance
Just Like Home;Sarah Gailey;3,35;346;30281;5694;2022-07-19;2022;Horror
The Rising Tide;Ann Cleeves;4,34;384;16070;1500;2022-09-01;2022;Mystery
Everyone in My Family Has Killed Someone;Benjamin  Stevenson;3,79;371;126115;17901;2022-03-29;2022;Mystery
